id,name,email,phone,salary,date_joined,department,notes,position,location,status,manager,dob,gender,contract_type,last_updated
95,,user391984@example.com,+254748712364,76078.0,2022-08-06 17:43:30.035124,,VIP customer,,,,,,,,
98,,user820011@example.com,+254755977619,66447.0,2021-11-14 17:43:30.035142,HR,,,,,,,,,
100,Eve,user775132@example.com,+254789642211,98848.0,2023-11-18 17:43:30.035154,HR,Paid late,,,,,,,,
102,Mary,user603309@example.com,+254754932971,40604.0,2021-10-30 17:43:30.035166,,VIP customer,,,,,,,,
104,Alice,user438338@example.com,+254788879350,140136.0,2021-05-23 17:43:30.035178,Sales,Follow up required,,,,,,,,
108,,user502280@example.com,+254796694984,22684.0,2021-04-05 17:43:30.035203,HR,Paid late,,,,,,,,
110,Bob,user356372@example.com,+254798394144,56965.0,2021-02-17 17:43:30.035214,Finance,VIP customer,,,,,,,,
111,Alice,user959946@example.com,+254740601686,149026.0,2021-11-12 17:43:30.035220,HR,Paid late,,,,,,,,
113,Eve,user272571@example.com,+254778001497,83644.0,2025-06-03 17:43:30.035238,Finance,Paid late,,,,,,,,
114,Alice,user339772@example.com,+254783166557,79139.0,2023-09-20 17:43:30.035244,Finance,,,,,,,,,
115,John,user326347@example.com,+254735046533,149155.0,2025-04-26 17:43:30.035250,,,,,,,,,,
126,John,user859651@example.com,+254735572346,24733.0,2025-06-24 17:43:30.035311,Finance,,,,,,,,,
131,Bob,user829884@example.com,+254796136206,104702.0,2023-08-26 17:43:30.035345,,,,,,,,,,
132,John,user63097@example.com,+254735492792,30480.0,2022-02-22 17:43:30.035356,Finance,,,,,,,,,
133,Eve,user303498@example.com,+254725107503,100925.0,2025-08-31 17:43:30.035367,,,,,,,,,,
134,Alice,user22875@example.com,+254724590637,29440.0,2021-12-21 17:43:30.035377,Finance,,,,,,,,,
141,,user203926@example.com,+254766225666,102596.0,2023-04-05 17:43:30.035422,Finance,,,,,,,,,
142,,user663501@example.com,+254748967346,97592.0,2025-01-25 17:43:30.035428,IT,Follow up required,,,,,,,,
146,Eve,user914184@example.com,+254750468097,88788.0,2026-01-14 17:43:30.035449,,Follow up required,,,,,,,,
147,John,user217880@example.com,+254723652324,20854.0,2025-01-06 17:43:30.035455,IT,VIP customer,,,,,,,,
148,Eve,user755418@example.com,+254733431815,25043.0,2024-04-19 17:43:30.035461,HR,,,,,,,,,
153,John,user605672@example.com,+254785232355,85962.0,2023-10-06 17:43:30.035489,Finance,Paid late,,,,,,,,
155,Mary,user367109@example.com,+254798720762,102510.0,2021-05-24 17:43:30.035502,Finance,VIP customer,,,,,,,,
158,John,user904670@example.com,+254753046833,132534.0,2024-02-01 17:43:30.035522,Sales,Paid late,,,,,,,,
159,Eve,user810504@example.com,+254734619587,128930.0,2021-02-28 17:43:30.035529,Finance,VIP customer,,,,,,,,
160,Bob,user270970@example.com,+254759170253,84930.0,2024-11-21 17:43:30.035535,,,,,,,,,,
161,,user90665@example.com,+254794523039,25864.0,2025-06-04 17:43:30.035541,Sales,Paid late,,,,,,,,
162,John,user760729@example.com,+254719799704,95845.0,2023-10-09 17:43:30.035547,IT,VIP customer,,,,,,,,
167,Alice,user68881@example.com,+254791977480,141723.0,2025-01-27 17:43:30.035573,Finance,VIP customer,,,,,,,,
168,,user386161@example.com,+254733440785,57188.0,2025-09-01 17:43:30.035579,IT,,,,,,,,,
169,Bob,user769896@example.com,+254799655076,127623.0,2021-03-11 17:43:30.035585,,,,,,,,,,
178,Bob,user791014@example.com,+254765496954,59769.0,2022-04-20 17:43:30.035647,HR,VIP customer,,,,,,,,
182,John,user935436@example.com,+254757194600,39172.0,2021-06-28 17:43:30.035670,,Paid late,,,,,,,,
185,John,user357544@example.com,+254726654373,108411.0,2024-05-19 17:43:30.035687,,Follow up required,,,,,,,,
186,Alice,user834394@example.com,+254738487123,56925.0,2024-03-21 17:43:30.035694,HR,,,,,,,,,
188,,user631905@example.com,+254747484896,98433.0,2025-05-13 17:43:30.035704,HR,Paid late,,,,,,,,
189,Alice,user558634@example.com,+254768336640,43528.0,2025-10-02 17:43:30.035710,IT,Follow up required,,,,,,,,
190,John,user226767@example.com,+254759822026,56766.0,2025-01-30 17:43:30.035716,Finance,,,,,,,,,
192,Mary,user103336@example.com,+254777158693,29311.0,2025-10-23 17:43:30.035728,,Follow up required,,,,,,,,
193,Bob,user200743@example.com,+254772305296,119894.0,2024-09-23 17:43:30.035734,,Paid late,,,,,,,,
195,John,user443630@example.com,+254718309678,139962.0,2024-12-20 17:43:30.035749,IT,Paid late,,,,,,,,
196,,user981180@example.com,+254792706651,91096.0,2021-09-30 17:43:30.035755,,Follow up required,,,,,,,,
202,Alice,user458765@example.com,+254710809382,135791.0,2023-09-06 17:43:30.035789,IT,,,,,,,,,
207,John,user814999@example.com,+254741946240,58595.0,2025-04-15 17:43:30.035818,,,,,,,,,,
209,Bob,user128865@example.com,+254743211473,71747.0,2023-04-11 17:43:30.035830,,,,,,,,,,
211,John,user583739@example.com,+254773178265,69417.0,2021-02-13 17:43:30.035839,Sales,Follow up required,,,,,,,,
223,Bob,user691621@example.com,+254776207350,42260.0,2024-09-26 17:43:30.035914,Sales,,,,,,,,,
225,Alice,user254455@example.com,+254732577326,50360.0,2022-06-02 17:43:30.035926,Sales,Follow up required,,,,,,,,
231,,user639509@example.com,+254773990320,130392.0,2021-09-14 17:43:30.035965,Sales,Follow up required,,,,,,,,
234,Bob,user933605@example.com,+254764704119,46446.0,2025-08-21 17:43:30.035983,HR,,,,,,,,,
235,Mary,user14824@example.com,+254798535230,53873.0,2024-06-10 17:43:30.035989,,Follow up required,,,,,,,,
239,Eve,user528833@example.com,+254741932572,31272.0,2022-08-28 17:43:30.036012,Finance,,,,,,,,,
240,Eve,user370662@example.com,+254782847427,26676.0,2021-03-29 17:43:30.036018,,,,,,,,,,
241,Bob,user263196@example.com,+254763272539,114539.0,2024-02-10 17:43:30.036025,IT,VIP customer,,,,,,,,
245,Mary,user690977@example.com,+254771160680,27364.0,2022-10-01 17:43:30.036049,IT,,,,,,,,,
247,Alice,user739649@example.com,+254753138747,80594.0,2024-05-24 17:43:30.036061,,Paid late,,,,,,,,
249,,user506069@example.com,+254731073960,131627.0,2021-05-07 17:43:30.036076,IT,Follow up required,,,,,,,,
250,John,user54505@example.com,+254730360898,121450.0,2022-04-27 17:43:30.036082,HR,VIP customer,,,,,,,,
251,,user375865@example.com,+254793445332,36268.0,2023-01-06 17:43:30.036088,IT,Paid late,,,,,,,,
252,Mary,user33021@example.com,+254794019359,130200.0,2024-08-08 17:43:30.036095,Finance,,,,,,,,,
253,John,user214828@example.com,+254767333297,27751.0,2021-11-29 17:43:30.036101,Finance,Paid late,,,,,,,,
254,Bob,user561237@example.com,+254714660530,130331.0,2025-06-23 17:43:30.036108,HR,,,,,,,,,
255,Mary,user332098@example.com,+254790178424,81055.0,2021-11-26 17:43:30.036119,Finance,Paid late,,,,,,,,
258,John,user646994@example.com,+254780742022,132678.0,2021-07-07 17:43:30.036136,,,,,,,,,,
259,Eve,user425852@example.com,+254762195385,34616.0,2021-10-20 17:43:30.036142,Sales,Paid late,,,,,,,,
261,Eve,user717528@example.com,+254724513995,87460.0,2021-09-05 17:43:30.036154,,Follow up required,,,,,,,,
262,John,user564573@example.com,+254721298162,31673.0,2024-08-31 17:43:30.036160,HR,,,,,,,,,
267,Alice,user612159@example.com,+254777295127,122364.0,2023-03-16 17:43:30.036189,HR,Paid late,,,,,,,,
268,,user534682@example.com,+254715958131,133747.0,2022-08-08 17:43:30.036196,Finance,,,,,,,,,
270,Alice,user833159@example.com,+254753477459,46834.0,2025-01-13 17:43:30.036206,Finance,,,,,,,,,
271,,user350690@example.com,+254768752572,40963.0,2023-03-25 17:43:30.036212,Finance,VIP customer,,,,,,,,
279,John,user24800@example.com,+254723864031,41568.0,2024-10-09 17:43:30.036255,Finance,Paid late,,,,,,,,
280,John,user626541@example.com,+254757047493,56114.0,2021-11-26 17:43:30.036262,Sales,,,,,,,,,
281,John,user420859@example.com,+254725968253,104693.0,2022-06-10 17:43:30.036268,,,,,,,,,,
284,Eve,user106815@example.com,+254756363489,65592.0,2023-07-26 17:43:30.036285,IT,Follow up required,,,,,,,,
290,,user217215@example.com,+254733269702,93366.0,2024-01-22 17:43:30.036324,IT,Follow up required,,,,,,,,
295,John,user145089@example.com,+254730959239,136738.0,2024-03-06 17:43:30.036358,IT,,,,,,,,,
296,,user584417@example.com,+254710984526,43159.0,2024-12-16 17:43:30.036364,,Follow up required,,,,,,,,
303,Bob,user225485@example.com,+254770796533,48279.0,2021-04-16 17:43:30.036405,Finance,Follow up required,,,,,,,,
304,Alice,user263950@example.com,+254782572707,123197.0,2021-06-27 17:43:30.036419,,,,,,,,,,
305,Bob,user646776@example.com,+254793190285,146050.0,2023-10-09 17:43:30.036431,,Paid late,,,,,,,,
306,Mary,user921171@example.com,+254793648725,111721.0,2025-04-03 17:43:30.036441,,,,,,,,,,
307,John,user491000@example.com,+254787301153,93474.0,2023-11-07 17:43:30.036452,,VIP customer,,,,,,,,
310,Bob,user554086@example.com,+254710601120,108662.0,2023-02-05 17:43:30.036488,Sales,,,,,,,,,
312,Bob,user89571@example.com,+254748862611,74175.0,2022-05-19 17:43:30.036504,,,,,,,,,,
313,Mary,user445232@example.com,+254795641851,115292.0,2025-08-12 17:43:30.036510,,,,,,,,,,
315,Alice,user935394@example.com,+254718983264,43933.0,2025-08-09 17:43:30.036521,,,,,,,,,,
319,John,user368357@example.com,+254719597906,129683.0,2024-01-20 17:43:30.036545,,Follow up required,,,,,,,,
321,,user223836@example.com,+254795153669,30216.0,2021-04-29 17:43:30.036558,,,,,,,,,,
322,,user681059@example.com,+254740362648,78121.0,2024-05-04 17:43:30.036567,Finance,,,,,,,,,
325,Bob,user37664@example.com,+254738675615,23810.0,2022-08-26 17:43:30.036585,Sales,Paid late,,,,,,,,
335,,user719306@example.com,+254732369865,112467.0,2023-04-29 17:43:30.036648,,,,,,,,,,
336,Mary,user550002@example.com,+254769131747,55665.0,2021-07-21 17:43:30.036654,IT,Follow up required,,,,,,,,
339,,user133697@example.com,+254798749890,142179.0,2022-10-25 17:43:30.036672,,VIP customer,,,,,,,,
345,Mary,user725078@example.com,+254761178759,92183.0,2025-02-18 17:43:30.036705,IT,,,,,,,,,
351,Bob,user467928@example.com,+254739063050,111972.0,2024-04-18 17:43:30.036741,,VIP customer,,,,,,,,
356,Mary,user425940@example.com,+254743289994,27899.0,2023-04-12 17:43:30.036818,Finance,Follow up required,,,,,,,,
357,Alice,user11359@example.com,+254713460731,99423.0,2024-05-02 17:43:30.036824,,Paid late,,,,,,,,
358,Alice,user895115@example.com,+254725011866,93224.0,2024-03-26 17:43:30.036831,Finance,VIP customer,,,,,,,,
359,Mary,user859302@example.com,+254788343403,85580.0,2024-11-05 17:43:30.036840,Sales,,,,,,,,,
360,Eve,user899588@example.com,+254740704068,60951.0,2023-09-26 17:43:30.036846,Finance,,,,,,,,,
363,,user451023@example.com,+254795284813,121852.0,2021-08-09 17:43:30.036865,Finance,,,,,,,,,
365,Bob,user444812@example.com,+254751256401,81892.0,2025-11-14 17:43:30.036876,,VIP customer,,,,,,,,
366,Mary,user860254@example.com,+254748951796,101393.0,2024-01-16 17:43:30.036882,HR,Paid late,,,,,,,,
370,Eve,user771713@example.com,+254725728665,135063.0,2022-04-21 17:43:30.036905,HR,,,,,,,,,
373,Alice,user303195@example.com,+254768171736,60599.0,2024-08-21 17:43:30.036929,HR,,,,,,,,,
374,,user194138@example.com,+254795730902,39330.0,2024-03-21 17:43:30.036935,,,,,,,,,,
375,Mary,user150844@example.com,+254745442327,30940.0,2023-11-13 17:43:30.036941,,VIP customer,,,,,,,,
379,Eve,user525885@example.com,+254767470707,75163.0,2024-06-28 17:43:30.036963,HR,VIP customer,,,,,,,,
381,Mary,user731504@example.com,+254764928869,128614.0,2022-07-06 17:43:30.036975,HR,,,,,,,,,
387,John,user450530@example.com,+254779920778,36046.0,2022-09-19 17:43:30.037011,Finance,,,,,,,,,
393,John,user267497@example.com,+254769797765,54540.0,2023-06-19 17:43:30.037043,HR,Follow up required,,,,,,,,
394,Alice,user689234@example.com,+254796673524,70844.0,2025-11-26 17:43:30.037049,Finance,Follow up required,,,,,,,,
396,,user882403@example.com,+254739793778,54572.0,2021-07-15 17:43:30.037066,IT,VIP customer,,,,,,,,
404,Bob,user584871@example.com,+254732548141,31993.0,2022-08-25 17:43:30.037119,Sales,,,,,,,,,
405,Eve,user653822@example.com,+254720906658,76323.0,2024-12-01 17:43:30.037126,Finance,,,,,,,,,
409,John,user803041@example.com,+254719422007,30821.0,2025-02-20 17:43:30.037150,IT,Paid late,,,,,,,,
415,John,user505100@example.com,+254777400625,126308.0,2022-09-29 17:43:30.037196,,,,,,,,,,
417,Alice,user986975@example.com,+254734780116,79584.0,2025-03-31 17:43:30.037208,,,,,,,,,,
421,Eve,user173841@example.com,+254742695884,20852.0,2022-09-19 17:43:30.037233,IT,,,,,,,,,
423,John,user124446@example.com,+254723759200,69755.0,2026-01-18 17:43:30.037245,HR,,,,,,,,,
424,Eve,user102221@example.com,+254795090649,35252.0,2022-01-06 17:43:30.037251,Sales,,,,,,,,,
432,Mary,user313714@example.com,+254785377960,56299.0,2021-09-14 17:43:30.037306,Finance,,,,,,,,,
436,,user581971@example.com,+254774643344,71870.0,2023-12-13 17:43:30.037330,HR,Follow up required,,,,,,,,
441,,user240576@example.com,+254743611032,131700.0,2023-08-04 17:43:30.037355,,Follow up required,,,,,,,,
442,,user594479@example.com,+254720653237,38206.0,2025-04-07 17:43:30.037361,IT,,,,,,,,,
446,John,user725393@example.com,+254797673538,92329.0,2026-01-28 17:43:30.037385,,Follow up required,,,,,,,,
455,Eve,user544330@example.com,+254769208959,116153.0,2024-12-23 17:43:30.037443,Finance,,,,,,,,,
457,Eve,user434878@example.com,+254721927330,126346.0,2024-02-11 17:43:30.037456,IT,,,,,,,,,
463,Alice,user630458@example.com,+254762270423,107099.0,2022-08-19 17:43:30.037493,,VIP customer,,,,,,,,
464,Bob,user655167@example.com,+254776344146,45098.0,2022-11-04 17:43:30.037505,Sales,VIP customer,,,,,,,,
468,Mary,user410422@example.com,+254753221090,71557.0,2023-04-16 17:43:30.037531,HR,Follow up required,,,,,,,,
469,,user646780@example.com,+254713152638,91176.0,2023-08-13 17:43:30.037544,IT,,,,,,,,,
471,,user791342@example.com,+254745337227,145760.0,2025-04-28 17:43:30.037555,IT,VIP customer,,,,,,,,
473,Mary,user885468@example.com,+254768206538,147474.0,2021-12-08 17:43:30.037567,HR,VIP customer,,,,,,,,
474,Eve,user861321@example.com,+254751657412,95816.0,2021-10-14 17:43:30.037573,Sales,Follow up required,,,,,,,,
475,Mary,user804690@example.com,+254734457583,70165.0,2023-03-29 17:43:30.037581,Sales,Paid late,,,,,,,,
476,Bob,user371041@example.com,+254752814314,135537.0,2024-04-11 17:43:30.037587,IT,,,,,,,,,
477,Mary,user13579@example.com,+254770502025,136188.0,2021-07-09 17:43:30.037593,,,,,,,,,,
478,John,user161038@example.com,+254755677877,38197.0,2021-08-05 17:43:30.037599,IT,Paid late,,,,,,,,
485,Alice,user927778@example.com,+254737838663,62036.0,2025-05-31 17:43:30.037638,HR,Follow up required,,,,,,,,
493,Mary,user958913@example.com,+254725983995,92360.0,2023-12-31 17:43:30.037692,Finance,Follow up required,,,,,,,,
497,Mary,user984753@example.com,+254773224825,81895.0,2026-01-15 17:43:30.037713,,Follow up required,,,,,,,,
498,Alice,user40159@example.com,+254799854797,66747.0,2021-03-03 17:43:30.037719,Sales,Paid late,,,,,,,,
504,Bob,user297891@example.com,+254754430759,54453.0,2024-03-05 17:43:30.037753,,VIP customer,,,,,,,,
507,Alice,user978052@example.com,+254732272795,104759.0,2021-08-13 17:43:30.037772,HR,,,,,,,,,
511,Alice,user902573@example.com,+254747594177,52909.0,2025-08-01 17:43:30.037796,IT,,,,,,,,,
513,,user487381@example.com,+254714096506,43235.0,2025-04-24 17:43:30.037805,IT,VIP customer,,,,,,,,
514,Alice,user899571@example.com,+254789591800,78355.0,2024-12-22 17:43:30.037812,Finance,Paid late,,,,,,,,
521,Bob,user616907@example.com,+254788840665,90521.0,2021-07-22 17:43:30.037847,,Paid late,,,,,,,,
525,,user23636@example.com,+254784109807,140962.0,2024-08-02 17:43:30.037874,,Follow up required,,,,,,,,
533,John,user842870@example.com,+254736143400,120216.0,2021-11-04 17:43:30.037920,,,,,,,,,,
535,John,user343183@example.com,+254747531814,125443.0,2022-11-08 17:43:30.037932,Sales,Paid late,,,,,,,,
538,John,user884000@example.com,+254774801880,41551.0,2023-11-07 17:43:30.037950,,,,,,,,,,
543,,user764658@example.com,+254719059303,124071.0,2022-02-24 17:43:30.037983,HR,VIP customer,,,,,,,,
544,Mary,user96554@example.com,+254712630725,31560.0,2022-09-15 17:43:30.037990,Sales,,,,,,,,,
547,John,user822944@example.com,+254719813021,52670.0,2021-06-02 17:43:30.038004,,,,,,,,,,
560,John,user740077@example.com,+254755469452,111033.0,2021-09-13 17:43:30.038075,Sales,Paid late,,,,,,,,
565,Alice,user634274@example.com,+254755841513,22996.0,2021-06-17 17:43:30.038108,HR,VIP customer,,,,,,,,
567,Mary,user656509@example.com,+254751605926,34176.0,2021-10-04 17:43:30.038120,IT,VIP customer,,,,,,,,
568,Bob,user868719@example.com,+254745021973,51079.0,2024-07-09 17:43:30.038126,Finance,Follow up required,,,,,,,,
569,John,user662195@example.com,+254786527780,78160.0,2025-11-18 17:43:30.038132,IT,,,,,,,,,
572,Bob,user918085@example.com,+254788739040,126247.0,2022-12-27 17:43:30.038157,HR,,,,,,,,,
573,Eve,user552025@example.com,+254741941117,79494.0,2025-11-24 17:43:30.038168,,Paid late,,,,,,,,
574,Eve,user473835@example.com,+254769619673,45712.0,2022-07-16 17:43:30.038178,,,,,,,,,,
575,Mary,user817708@example.com,+254749069982,69669.0,2023-03-22 17:43:30.038184,HR,,,,,,,,,
577,Eve,user230073@example.com,+254725564264,41598.0,2025-09-21 17:43:30.038196,HR,,,,,,,,,
583,Eve,user87970@example.com,+254771200812,88193.0,2024-08-19 17:43:30.038234,Sales,VIP customer,,,,,,,,
584,Eve,user771780@example.com,+254784185720,124203.0,2025-03-04 17:43:30.038240,HR,Follow up required,,,,,,,,
586,Bob,user532697@example.com,+254757161978,149181.0,2024-09-25 17:43:30.038253,Finance,Follow up required,,,,,,,,
591,Alice,user776434@example.com,+254755912282,113896.0,2023-02-05 17:43:30.038281,IT,Paid late,,,,,,,,
593,Mary,user446180@example.com,+254713779598,106868.0,2025-04-08 17:43:30.038291,IT,,,,,,,,,
594,Mary,user818233@example.com,+254721005255,133408.0,2022-02-05 17:43:30.038305,IT,VIP customer,,,,,,,,
595,Bob,user127162@example.com,+254790367069,123091.0,2021-11-17 17:43:30.038311,HR,Paid late,,,,,,,,
598,Bob,user570973@example.com,+254756928552,48413.0,2024-02-05 17:43:30.038332,HR,Follow up required,,,,,,,,
600,Mary,user631860@example.com,+254775270707,54662.0,2022-01-20 17:43:30.038344,IT,,,,,,,,,
608,Alice,user261945@example.com,+254738705335,100651.0,2024-06-11 17:43:30.038399,Sales,Follow up required,,,,,,,,
619,Mary,user970724@example.com,+254710672837,42418.0,2022-10-20 17:43:30.038465,HR,,,,,,,,,
627,Bob,user285740@example.com,+254743155987,26644.0,2025-11-03 17:43:30.038508,Sales,,,,,,,,,
628,Alice,user234887@example.com,+254721308455,139647.0,2025-03-16 17:43:30.038514,Sales,Paid late,,,,,,,,
629,Bob,user168017@example.com,+254733483120,33695.0,2026-02-02 17:43:30.038523,Sales,Paid late,,,,,,,,
631,Alice,user654732@example.com,+254747051156,87805.0,2022-01-15 17:43:30.038534,IT,Paid late,,,,,,,,
636,Bob,user413998@example.com,+254737752671,149731.0,2021-03-19 17:43:30.038590,IT,VIP customer,,,,,,,,
637,Alice,user928068@example.com,+254742768842,69563.0,2023-12-28 17:43:30.038596,HR,,,,,,,,,
638,Bob,user264734@example.com,+254773908197,24290.0,2021-02-12 17:43:30.038602,Sales,,,,,,,,,
639,John,user478245@example.com,+254791093602,131735.0,2024-10-21 17:43:30.038608,IT,Paid late,,,,,,,,
651,John,user188368@example.com,+254754408211,63140.0,2023-10-05 17:43:30.038894,,,,,,,,,,
653,,user778236@example.com,+254781540513,126197.0,2025-02-25 17:43:30.038907,IT,Follow up required,,,,,,,,
654,Alice,user748967@example.com,+254757749108,146626.0,2025-09-06 17:43:30.038913,Finance,Follow up required,,,,,,,,
655,John,user912596@example.com,+254787365561,39994.0,2024-04-24 17:43:30.038920,,,,,,,,,,
656,,user890600@example.com,+254751252398,77735.0,2021-07-16 17:43:30.038926,,,,,,,,,,
658,John,user573498@example.com,+254799712160,88871.0,2024-07-09 17:43:30.038939,Sales,,,,,,,,,
660,Eve,user11911@example.com,+254750400374,108620.0,2021-12-02 17:43:30.038950,,Follow up required,,,,,,,,
662,Eve,user657872@example.com,+254789462044,135944.0,2023-11-28 17:43:30.038961,,Follow up required,,,,,,,,
664,Mary,user313967@example.com,+254710993200,26997.0,2025-06-30 17:43:30.038973,,,,,,,,,,
666,Alice,user65951@example.com,+254768377625,39539.0,2025-02-19 17:43:30.038985,Finance,VIP customer,,,,,,,,
670,,user526363@example.com,+254721115246,67277.0,2022-03-12 17:43:30.039019,,,,,,,,,,
671,Alice,user206713@example.com,+254787255408,147884.0,2025-06-13 17:43:30.039026,Sales,,,,,,,,,
674,John,user622429@example.com,+254747271259,87118.0,2023-09-01 17:43:30.039043,,,,,,,,,,
676,Alice,user587131@example.com,+254756506860,142905.0,2021-07-15 17:43:30.039055,,,,,,,,,,
677,Mary,user544839@example.com,+254782438831,66770.0,2021-10-14 17:43:30.039066,Sales,Follow up required,,,,,,,,
681,Eve,user114277@example.com,+254728009134,106223.0,2023-09-07 17:43:30.039095,HR,Follow up required,,,,,,,,
682,John,user562025@example.com,+254780131109,53242.0,2021-08-18 17:43:30.039102,,,,,,,,,,
688,Alice,user603930@example.com,+254792156173,112820.0,2021-08-24 17:43:30.039138,,Follow up required,,,,,,,,
690,Alice,user385260@example.com,+254760974865,142002.0,2023-05-08 17:43:30.039148,IT,,,,,,,,,
695,Bob,user743350@example.com,+254767931326,26319.0,2021-11-05 17:43:30.039181,,Paid late,,,,,,,,
697,,user474766@example.com,+254799324514,116416.0,2024-03-21 17:43:30.039193,IT,Paid late,,,,,,,,
698,Eve,user239524@example.com,+254796506597,124107.0,2023-10-12 17:43:30.039199,Sales,Follow up required,,,,,,,,
699,John,user246@example.com,+254723052146,56586.0,2022-09-30 17:43:30.039205,,Paid late,,,,,,,,
700,Eve,user775551@example.com,+254719498775,134443.0,2024-03-25 17:43:30.039211,,Paid late,,,,,,,,
703,Bob,user688730@example.com,+254786023971,111020.0,2024-01-22 17:43:30.039227,IT,,,,,,,,,
704,Bob,user338141@example.com,+254788444110,21901.0,2022-10-06 17:43:30.039233,,,,,,,,,,
706,Bob,user952925@example.com,+254755380233,145063.0,2025-03-04 17:43:30.039248,,Follow up required,,,,,,,,
710,John,user293249@example.com,+254713475433,56617.0,2023-04-06 17:43:30.039272,IT,,,,,,,,,
711,Bob,user907626@example.com,+254743728676,75373.0,2023-01-17 17:43:30.039278,IT,Follow up required,,,,,,,,
712,Mary,user148333@example.com,+254781280758,50815.0,2025-03-20 17:43:30.039284,IT,VIP customer,,,,,,,,
714,John,user237010@example.com,+254714173130,136715.0,2021-07-29 17:43:30.039301,,Paid late,,,,,,,,
716,Alice,user93712@example.com,+254741733317,107451.0,2021-05-08 17:43:30.039313,IT,,,,,,,,,
717,John,user58773@example.com,+254733304839,33616.0,2024-06-07 17:43:30.039320,IT,Paid late,,,,,,,,
718,John,user416172@example.com,+254724036048,29146.0,2024-08-28 17:43:30.039327,,Follow up required,,,,,,,,
720,Alice,user682602@example.com,+254728827593,122572.0,2024-02-18 17:43:30.039339,HR,Paid late,,,,,,,,
726,Mary,user609624@example.com,+254739502590,47189.0,2024-12-10 17:43:30.039393,Finance,,,,,,,,,
729,,user545615@example.com,+254723023449,136195.0,2023-01-04 17:43:30.039412,HR,,,,,,,,,
732,Eve,user394180@example.com,+254712991689,88787.0,2022-12-24 17:43:30.039430,Finance,VIP customer,,,,,,,,
